reopen_id,ticket_id,reopen_timestamp,reopen_reason,reopen_sequence
212,4034,2025-01-25 22:17:25,Issue reoccurred,1
213,4061,2025-01-23 14:54:36,Incomplete resolution,1
214,4073,2025-01-23 05:07:40,Related symptom persisted,1
215,4090,2025-01-25 13:20:04,Issue reoccurred,1
216,4099,2025-01-24 05:26:55,Related symptom persisted,1
217,4145,2025-01-24 19:37:30,Incomplete resolution,1
218,4149,2025-01-23 04:39:15,User could not validate fix,1
219,4153,2025-01-21 18:40:14,Related symptom persisted,1
220,4162,2025-01-27 03:53:38,User could not validate fix,1
221,4201,2025-01-29 10:55:55,Incomplete resolution,1
222,4229,2025-01-28 23:31:03,Issue reoccurred,1
223,4229,2025-01-28 03:49:03,Related symptom persisted,2
224,4232,2025-01-27 02:47:12,Related symptom persisted,1
225,4247,2025-01-24 09:36:45,User could not validate fix,1
226,4290,2025-01-25 11:20:50,User could not validate fix,1
227,4291,2025-01-29 15:46:34,Incomplete resolution,1
228,4350,2025-01-30 10:53:49,Issue reoccurred,1
229,4401,2025-01-29 08:37:02,Related symptom persisted,1
230,4426,2025-01-29 05:06:34,User could not validate fix,1
231,4426,2025-01-27 09:34:34,Issue reoccurred,2
232,4443,2025-01-28 15:51:07,Incomplete resolution,1
233,4491,2025-02-02 01:05:18,Related symptom persisted,1
234,4524,2025-01-28 19:01:43,Issue reoccurred,1
235,4581,2025-01-30 02:11:22,User could not validate fix,1
236,4595,2025-01-28 15:50:15,Related symptom persisted,1
237,4598,2025-01-29 20:46:11,Incomplete resolution,1
238,4613,2025-01-30 02:12:26,Issue reoccurred,1
239,4613,2025-01-27 03:31:26,Related symptom persisted,2
240,4616,2025-01-25 00:54:56,Incomplete resolution,1
241,4631,2025-01-30 05:35:47,User could not validate fix,1
242,4639,2025-01-28 10:28:27,User could not validate fix,1
243,4645,2025-01-25 16:40:32,Issue reoccurred,1
244,4656,2025-02-13 10:14:37,Issue reoccurred,1
245,4667,2025-01-29 04:12:58,Issue reoccurred,1
246,4668,2025-01-31 00:27:11,Incomplete resolution,1
247,4685,2025-01-27 15:35:46,Related symptom persisted,1
248,4698,2025-01-29 01:49:25,Issue reoccurred,1
249,4700,2025-01-28 09:00:12,Related symptom persisted,1
250,4725,2025-01-26 04:30:00,Issue reoccurred,1
251,4782,2025-01-27 15:36:42,User could not validate fix,1
252,4789,2025-02-02 05:53:13,Incomplete resolution,1
253,4792,2025-01-28 10:16:49,Issue reoccurred,1
254,4794,2025-01-30 15:19:05,Issue reoccurred,1
255,4796,2025-01-30 00:48:36,User could not validate fix,1
256,4807,2025-01-27 20:40:19,User could not validate fix,1
257,4867,2025-01-29 07:43:29,Incomplete resolution,1
258,4893,2025-01-27 20:45:23,Incomplete resolution,1
259,4904,2025-01-30 10:58:46,Incomplete resolution,1
260,4963,2025-01-29 10:02:13,Issue reoccurred,1
261,5008,2025-01-29 14:04:23,Issue reoccurred,1
262,5008,2025-01-30 20:51:23,Related symptom persisted,2
263,5034,2025-01-28 12:52:21,Incomplete resolution,1
264,5034,2025-01-30 12:13:21,Issue reoccurred,2
265,5104,2025-01-31 04:23:32,Related symptom persisted,1
266,5107,2025-02-03 03:15:42,Issue reoccurred,1
267,5111,2025-01-31 03:39:58,User could not validate fix,1
268,5124,2025-01-30 18:44:30,Issue reoccurred,1
269,5172,2025-01-31 23:31:20,Related symptom persisted,1
270,5187,2025-02-01 15:22:38,Issue reoccurred,1
271,5294,2025-02-03 01:05:32,Related symptom persisted,1
272,5301,2025-01-30 12:20:56,User could not validate fix,1
273,5340,2025-02-02 14:36:20,Related symptom persisted,1
274,5349,2025-02-03 09:14:02,User could not validate fix,1
275,5354,2025-01-31 20:31:55,User could not validate fix,1
276,5460,2025-02-03 10:21:35,Incomplete resolution,1
277,5482,2025-01-29 15:21:14,User could not validate fix,1
278,5482,2025-02-02 23:09:14,Issue reoccurred,2
279,5518,2025-02-02 02:13:27,Incomplete resolution,1
280,5579,2025-02-03 17:17:54,Issue reoccurred,1
281,5595,2025-02-04 17:50:42,Related symptom persisted,1
282,5596,2025-02-11 16:37:55,Incomplete resolution,1
283,5634,2025-02-01 02:22:53,Issue reoccurred,1
284,5636,2025-02-01 13:31:24,Incomplete resolution,1
285,5636,2025-02-05 07:19:24,User could not validate fix,2
286,5667,2025-01-31 04:14:26,Issue reoccurred,1
287,5704,2025-02-01 03:16:03,User could not validate fix,1
288,5720,2025-01-31 00:47:56,Incomplete resolution,1
289,5734,2025-01-31 13:40:42,Incomplete resolution,1
290,5754,2025-02-02 00:51:10,Related symptom persisted,1
291,5758,2025-02-04 04:29:09,User could not validate fix,1
292,5797,2025-01-31 18:10:28,Related symptom persisted,1
293,5821,2025-02-01 15:21:17,Related symptom persisted,1
294,5836,2025-02-02 01:42:36,Issue reoccurred,1
295,5836,2025-02-04 19:30:36,Issue reoccurred,2
296,5836,2025-02-05 17:14:36,User could not validate fix,3
297,5840,2025-02-04 15:54:06,Incomplete resolution,1
298,5855,2025-02-05 18:01:26,Issue reoccurred,1
299,5882,2025-02-06 04:12:48,Issue reoccurred,1
300,5889,2025-02-05 16:40:41,Incomplete resolution,1
301,5928,2025-02-02 04:34:55,Issue reoccurred,1
302,5972,2025-02-03 19:53:33,Issue reoccurred,1
303,6003,2025-02-05 00:10:35,Issue reoccurred,1
304,6004,2025-02-05 19:43:13,Issue reoccurred,1
305,6022,2025-02-04 14:01:47,Incomplete resolution,1
306,6025,2025-02-02 06:50:23,Related symptom persisted,1
307,6028,2025-02-05 06:34:08,Issue reoccurred,1
308,6042,2025-02-01 20:13:04,User could not validate fix,1
309,6045,2025-01-31 21:39:25,Incomplete resolution,1
310,6085,2025-02-05 00:19:51,Issue reoccurred,1
311,6090,2025-02-04 03:52:14,Incomplete resolution,1
312,6090,2025-02-03 01:04:14,Issue reoccurred,2
313,6167,2025-02-05 01:07:01,User could not validate fix,1
314,6173,2025-02-06 16:13:07,Issue reoccurred,1
315,6186,2025-02-07 13:00:08,Related symptom persisted,1
316,6215,2025-02-09 10:38:29,Related symptom persisted,1
317,6253,2025-02-02 03:25:53,Issue reoccurred,1
318,6263,2025-02-04 01:14:12,Incomplete resolution,1
319,6285,2025-02-09 07:01:09,Incomplete resolution,1
320,6392,2025-02-08 07:33:51,User could not validate fix,1
321,6392,2025-02-08 02:35:51,User could not validate fix,2
322,6430,2025-02-04 00:04:04,Incomplete resolution,1
323,6430,2025-02-04 14:11:04,Related symptom persisted,2
324,6468,2025-02-08 07:23:47,Related symptom persisted,1
325,6494,2025-02-10 00:40:52,Issue reoccurred,1
326,6511,2025-02-05 15:33:14,Related symptom persisted,1
327,6514,2025-02-06 14:55:34,Related symptom persisted,1
328,6548,2025-02-09 19:26:49,Issue reoccurred,1
329,6611,2025-02-07 03:34:49,Related symptom persisted,1
330,6620,2025-02-10 08:54:59,User could not validate fix,1
331,6653,2025-02-10 19:22:57,Incomplete resolution,1
332,6654,2025-02-06 02:31:32,Incomplete resolution,1
333,6654,2025-02-06 17:11:32,Related symptom persisted,2
334,6668,2025-02-10 13:23:12,Related symptom persisted,1
335,6698,2025-02-09 11:24:54,Related symptom persisted,1
336,6708,2025-02-07 14:57:17,Related symptom persisted,1
337,6736,2025-02-10 09:29:56,User could not validate fix,1
338,6736,2025-02-08 22:05:56,Related symptom persisted,2
339,6748,2025-02-07 00:33:26,Issue reoccurred,1
340,6767,2025-02-06 22:49:26,Issue reoccurred,1
341,6795,2025-02-07 01:38:47,User could not validate fix,1
342,6839,2025-02-09 16:57:37,Incomplete resolution,1
343,6912,2025-02-12 14:17:56,Issue reoccurred,1
344,6921,2025-02-13 03:31:05,Issue reoccurred,1
345,6930,2025-02-12 02:58:12,User could not validate fix,1
346,6944,2025-02-10 10:29:35,Issue reoccurred,1
347,6978,2025-02-10 12:15:48,Incomplete resolution,1
348,6997,2025-02-07 01:16:34,Incomplete resolution,1
349,6999,2025-02-06 20:32:41,Related symptom persisted,1
350,7027,2025-02-07 10:57:26,User could not validate fix,1
351,7027,2025-02-09 20:08:26,Related symptom persisted,2
352,7073,2025-02-13 06:38:54,Related symptom persisted,1
353,7101,2025-02-13 17:28:59,Related symptom persisted,1
354,7101,2025-02-13 06:23:59,User could not validate fix,2
355,7112,2025-02-07 06:52:52,Incomplete resolution,1
356,7117,2025-02-12 14:59:15,Incomplete resolution,1
357,7128,2025-02-10 16:03:37,Issue reoccurred,1
358,7128,2025-02-09 08:47:37,Related symptom persisted,2
359,7128,2025-02-12 01:06:37,User could not validate fix,3
360,7139,2025-02-08 06:45:06,Related symptom persisted,1
361,7140,2025-02-14 09:23:13,Issue reoccurred,1
362,7140,2025-02-13 01:13:13,Related symptom persisted,2
363,7140,2025-02-13 03:53:13,Issue reoccurred,3
364,7185,2025-02-15 00:57:46,User could not validate fix,1
365,7188,2025-02-07 13:35:18,Related symptom persisted,1
366,7267,2025-02-12 11:25:42,User could not validate fix,1
367,7338,2025-02-09 21:37:10,Issue reoccurred,1
368,7363,2025-02-11 13:58:24,Incomplete resolution,1
369,7363,2025-02-10 05:29:24,User could not validate fix,2
370,7366,2025-02-13 11:03:41,Issue reoccurred,1
371,7378,2025-02-14 04:02:19,Issue reoccurred,1
372,7378,2025-02-10 11:10:19,Issue reoccurred,2
373,7443,2025-02-10 02:32:45,Issue reoccurred,1
374,7470,2025-02-09 19:35:08,Issue reoccurred,1
375,7470,2025-02-11 20:05:08,Incomplete resolution,2
376,7472,2025-02-10 14:59:23,Incomplete resolution,1
377,7472,2025-02-14 23:01:23,Issue reoccurred,2
378,7494,2025-02-10 10:30:53,Incomplete resolution,1
379,7494,2025-02-14 07:45:53,Issue reoccurred,2
380,7498,2025-02-11 04:59:53,Incomplete resolution,1
381,7517,2025-02-09 17:02:26,Incomplete resolution,1
382,7524,2025-02-11 18:19:09,Issue reoccurred,1
383,7534,2025-02-11 15:21:37,Related symptom persisted,1
384,7534,2025-02-11 02:32:37,Related symptom persisted,2
385,7543,2025-02-16 08:58:31,Issue reoccurred,1
386,7546,2025-02-09 07:00:14,Incomplete resolution,1
387,7553,2025-02-13 18:51:04,Issue reoccurred,1
388,7562,2025-02-13 05:07:34,User could not validate fix,1
389,7563,2025-02-12 04:32:16,Issue reoccurred,1
390,7587,2025-02-14 05:56:06,Related symptom persisted,1
391,7602,2025-02-14 23:40:59,User could not validate fix,1
392,7602,2025-02-13 14:16:59,Related symptom persisted,2
393,7610,2025-02-14 13:07:24,User could not validate fix,1
394,7623,2025-02-12 20:12:01,User could not validate fix,1
395,7658,2025-02-11 00:33:29,User could not validate fix,1
396,7689,2025-02-12 14:36:34,User could not validate fix,1
397,7729,2025-02-14 12:23:14,User could not validate fix,1
398,7747,2025-02-11 02:13:13,Issue reoccurred,1
399,7747,2025-02-17 14:41:13,User could not validate fix,2
400,7765,2025-02-13 13:49:03,Issue reoccurred,1
401,7791,2025-02-14 04:59:11,Related symptom persisted,1
402,7792,2025-02-16 00:02:08,User could not validate fix,1
403,7796,2025-02-15 12:57:03,Related symptom persisted,1
404,7853,2025-02-13 05:07:42,Issue reoccurred,1
405,7854,2025-02-15 14:32:47,Incomplete resolution,1
406,7855,2025-02-12 11:46:19,Incomplete resolution,1
407,7875,2025-02-13 11:56:10,Incomplete resolution,1
408,7889,2025-02-14 23:53:40,User could not validate fix,1
409,7891,2025-02-11 22:55:21,Related symptom persisted,1
410,7897,2025-02-14 17:51:28,User could not validate fix,1
411,7930,2025-02-12 23:35:16,Related symptom persisted,1
412,7945,2025-02-16 18:14:30,User could not validate fix,1
413,7976,2025-02-15 20:23:35,Issue reoccurred,1
414,8027,2025-02-15 13:58:52,Related symptom persisted,1
415,8043,2025-02-13 19:16:28,User could not validate fix,1
416,8083,2025-02-18 16:05:18,Related symptom persisted,1
417,8089,2025-02-17 09:52:54,Incomplete resolution,1
418,8102,2025-02-14 01:05:35,Incomplete resolution,1
419,8166,2025-02-12 19:28:48,Related symptom persisted,1
420,8174,2025-02-16 10:41:41,Related symptom persisted,1
421,8174,2025-02-14 18:56:41,Issue reoccurred,2
422,8224,2025-02-13 11:36:17,User could not validate fix,1
423,8228,2025-02-18 12:48:11,Incomplete resolution,1
424,8278,2025-02-15 01:31:49,Issue reoccurred,1
425,8281,2025-02-16 01:28:54,User could not validate fix,1
426,8281,2025-02-18 07:54:54,User could not validate fix,2
427,8295,2025-02-19 21:34:32,User could not validate fix,1
428,8319,2025-02-15 20:42:45,Issue reoccurred,1
429,8319,2025-02-18 13:39:45,Related symptom persisted,2
430,8337,2025-02-14 15:50:14,User could not validate fix,1
431,8360,2025-02-18 18:27:22,User could not validate fix,1
432,8360,2025-02-20 01:20:22,Incomplete resolution,2
433,8360,2025-02-15 06:19:22,Related symptom persisted,3
434,8385,2025-02-15 00:23:34,User could not validate fix,1
435,8385,2025-02-17 18:20:34,Issue reoccurred,2
436,8390,2025-02-13 07:25:33,Incomplete resolution,1
437,8404,2025-02-15 00:07:16,Related symptom persisted,1
438,8420,2025-02-19 03:43:43,Incomplete resolution,1
439,8420,2025-02-21 06:03:43,Issue reoccurred,2
440,8420,2025-02-16 21:12:43,Issue reoccurred,3
441,8423,2025-02-16 15:52:21,User could not validate fix,1
442,8443,2025-02-16 15:26:27,Related symptom persisted,1
443,8460,2025-02-19 09:40:29,Issue reoccurred,1
444,8523,2025-02-19 08:56:38,User could not validate fix,1
445,8538,2025-02-20 00:14:45,Related symptom persisted,1
446,8578,2025-02-18 11:27:49,User could not validate fix,1
447,8578,2025-02-15 12:44:49,Issue reoccurred,2
448,8609,2025-02-18 19:05:16,Incomplete resolution,1
449,8609,2025-02-13 22:10:16,User could not validate fix,2
450,8610,2025-02-17 07:23:15,Incomplete resolution,1
451,8672,2025-02-19 10:40:30,Issue reoccurred,1
452,8687,2025-02-20 16:16:00,Issue reoccurred,1
453,8689,2025-02-18 11:52:11,Incomplete resolution,1
454,8715,2025-02-18 02:25:14,Issue reoccurred,1
455,8715,2025-02-20 02:44:14,User could not validate fix,2
456,8717,2025-02-17 17:07:55,Related symptom persisted,1
457,8722,2025-02-20 20:36:40,Related symptom persisted,1
458,8733,2025-02-19 00:00:26,User could not validate fix,1
459,8733,2025-02-15 04:52:26,Issue reoccurred,2
460,8734,2025-02-21 01:33:51,Issue reoccurred,1
461,8738,2025-02-16 12:15:05,Issue reoccurred,1
462,8751,2025-02-18 10:35:18,Related symptom persisted,1
463,8773,2025-02-15 16:33:12,User could not validate fix,1
464,8773,2025-02-20 10:00:12,Related symptom persisted,2
465,8777,2025-02-15 21:55:07,Incomplete resolution,1
466,8798,2025-02-17 10:57:38,User could not validate fix,1
467,8818,2025-02-19 03:46:08,User could not validate fix,1
468,8865,2025-02-20 03:05:29,User could not validate fix,1
469,8865,2025-02-17 21:09:29,Incomplete resolution,2
470,8897,2025-02-17 12:00:08,Related symptom persisted,1
471,8897,2025-02-16 20:28:08,Issue reoccurred,2
472,8941,2025-02-18 15:52:29,Issue reoccurred,1
473,8945,2025-02-21 08:27:36,Issue reoccurred,1
474,8945,2025-02-20 06:44:36,Related symptom persisted,2
475,8966,2025-02-21 01:34:38,User could not validate fix,1
476,8981,2025-02-22 18:21:27,Incomplete resolution,1
477,8984,2025-02-19 10:56:44,Issue reoccurred,1
478,9008,2025-02-22 10:31:23,Incomplete resolution,1
479,9053,2025-02-20 19:47:02,Related symptom persisted,1
480,9066,2025-02-17 21:41:00,Related symptom persisted,1
481,9066,2025-02-21 06:00:00,Related symptom persisted,2
482,9089,2025-02-17 14:53:44,User could not validate fix,1
483,9176,2025-02-19 12:21:04,User could not validate fix,1
484,9184,2025-02-19 01:13:26,Incomplete resolution,1
485,9244,2025-02-22 19:49:40,Issue reoccurred,1
486,9287,2025-02-18 08:32:44,User could not validate fix,1
